index,category,subcategory,premise,knowledge,question,question_text,options,value_answer,option_answer,author,GPT3Pred,TotalRes,Matches,GPT3Pred2List,ProbableFPLenth,FalsePositives
396,attribute_comparison,gravity_and_distance,Two identical asteroids are some distance away from Earth. The asteroid closer to Earth is having gravitational pull of 40 units.,Gravitational force is inversely proportional to distance,"{'question_text': 'What could be the gravitational pull for the other asteroid?', 'options': [{'A': 47}, {'B': 34}, {'C': 32}, {'D': 42}], 'value_answer': [34, 32], 'option_answer': ['B', 'C'], 'other': {'given_value': 40, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the gravitational pull for the other asteroid?,"[{'A': 47}, {'B': 34}, {'C': 32}, {'D': 42}]","['34', '32']","['B', 'C']",Saurabh,"[47, 34]",2,1,"['47', '34']",2,0
1614,implicit_numerical_knowledge,quarter,Kayden has 44 dollars and spent more than quarter of this amount buying burgers.,Quarter means one by four,"{'question_text': 'How many dollars could be left with Kayden after spending on burgers?', 'options': [{'A': 15}, {'B': 12}, {'C': 9}, {'D': 8}, {'E': 'None'}], 'value_answer': [9, 8], 'option_answer': ['C', 'D'], 'other': {'given_value': 11, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many dollars could be left with Kayden after spending on burgers?,"[{'A': 15}, {'B': 12}, {'C': 9}, {'D': 8}, {'E': 'None'}]","['9', '8']","['C', 'D']",Saurabh,"[15, 12, 9, 8]",2,2,"['15', '12', '9', '8']",4,2
1596,implicit_numerical_knowledge,half,Lincoln borrowed a loan of 10 thousand dollars and spent more than half in just setting up new infrastructure.,Half means one by two,"{'question_text': 'How many years Lincoln could have spent in the technological company?', 'options': [{'A': 5}, {'B': 2}, {'C': 6}, {'D': 7}], 'value_answer': [6, 7], 'option_answer': ['C', 'D'], 'other': {'given_value': 5, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many years Lincoln could have spent in the technological company?,"[{'A': 5}, {'B': 2}, {'C': 6}, {'D': 7}]","['6', '7']","['C', 'D']",Neeraj,"[5, 2]",2,0,"['5', '2']",2,0
1484,non_numerical,honey_stays_fresh,Bentley found some food items in his kitchen rack unused for a long time where all of them got spoiled.,The only food that doesn't spoil is honey.,"{'question_text': 'What could be the items?', 'options': [{'A': 'fruits'}, {'B': 'vegetables'}, {'C': 'milk'}, {'D': 'honey'}], 'value_answer': ['fruits', 'vegetables', 'milk'], 'option_answer': ['A', 'B', 'C'], 'other': {}}",What could be the items?,"[{'A': 'fruits'}, {'B': 'vegetables'}, {'C': 'milk'}, {'D': 'honey'}]","[""'fruits'"", ""'vegetables'"", ""'milk'""]","['A', 'B', 'C']",Sivapriya,['honey'],3,0,"[""'honey'""]",1,-2
873,change_with_action,addition,A positive number was added to 69.,Adding a positive number from a value results in a larger value,"{'question_text': 'What could be the result?', 'options': [{'A': 52}, {'B': 82}, {'C': 63}, {'D': 70}], 'value_answer': [82, 70], 'option_answer': ['B', 'D'], 'other': {'given_value': 69, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the result?,"[{'A': 52}, {'B': 82}, {'C': 63}, {'D': 70}]","['82', '70']","['B', 'D']",Neeraj,"[82, 63]",2,1,"['82', '63']",2,0
176,attribute_comparison,train_and_walking,Robert's office is at a large distance from his home. One day Robert travelled via train and reached in 36 minutes.,Train is a faster way of travelling than walking,"{'question_text': 'Next day Robert decided to walk to the office. How much time can it take to reach the office?', 'options': [{'A': 30}, {'B': 25}, {'C': 21}, {'D': 42}, {'E': 'None'}], 'value_answer': [42], 'option_answer': ['D'], 'other': {'given_value': 36, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",Next day Robert decided to walk to the office. How much time can it take to reach the office?,"[{'A': 30}, {'B': 25}, {'C': 21}, {'D': 42}, {'E': 'None'}]",['42'],['D'],Neeraj,"[30, 25, 21]",1,0,"['30', '25', '21']",3,2
1269,non_numerical,food_object,"After returning from playing football, David was very hungry. He started eating his favorite meal.","Humans can eat plant and meat based food like spinach, chicken etc.","{'question_text': 'What could be the meal?', 'options': [{'A': 'ceramic bowl'}, {'B': 'spinach'}, {'C': 'plane'}, {'D': 'football'}], 'value_answer': ['spinach'], 'option_answer': ['B'], 'other': {}}",What could be the meal?,"[{'A': 'ceramic bowl'}, {'B': 'spinach'}, {'C': 'plane'}, {'D': 'football'}]","[""'spinach'""]",['B'],Yamini,['B': 'spinach'],1,1,"[""'B': 'spinach'""]",1,0
243,attribute_comparison,lifting_sport,This year's state heavy weight championship witnessed Ashton emerging as the runner up who lifted 160 kgs.,"In lifting sports, the winner lifts the heaviest object among the competitors.","{'question_text': 'What could have been the weight lifted by the winner?', 'options': [{'A': 158}, {'B': 163}, {'C': 161}, {'D': 155}, {'E': 'None'}], 'value_answer': [163, 161], 'option_answer': ['B', 'C'], 'other': {'given_value': 160, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could have been the weight lifted by the winner?,"[{'A': 158}, {'B': 163}, {'C': 161}, {'D': 155}, {'E': 'None'}]","['163', '161']","['B', 'C']",Kevin,"[163, 161]",2,2,"['163', '161']",2,0
1007,implicit_numerical_knowledge,cards,Kevin bought 2 decks of cards and started tearing all the black face cards.,"In a deck of cards, there are 6 black face cards and 6 red face cards","{'question_text': 'How many cards could Kevin tear?', 'options': [{'A': 31}, {'B': 12}, {'C': 27}, {'D': 21}, {'E': 'None'}], 'value_answer': [12], 'option_answer': ['B'], 'other': {'given_value': 12, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How many cards could Kevin tear?,"[{'A': 31}, {'B': 12}, {'C': 27}, {'D': 21}, {'E': 'None'}]",['12'],['B'],Neeraj,"[31, 12]",1,1,"['31', '12']",2,1
1009,implicit_numerical_knowledge,cards,"Lucas and his friends played a card game. At the end of the game, Lucas had majority of the cards.","In a deck of cards, there are 52 cards","{'question_text': 'How many cards could he be having?', 'options': [{'A': 61}, {'B': 57}, {'C': 36}, {'D': 44}], 'value_answer': [36, 44], 'option_answer': ['C', 'D'], 'other': {'given_value': 52, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many cards could he be having?,"[{'A': 61}, {'B': 57}, {'C': 36}, {'D': 44}]","['36', '44']","['C', 'D']",Neeraj,"[61, 57]",2,0,"['61', '57']",2,0
220,attribute_comparison,marks_comparisons,Arthur secured 76 marks in the final test and passed.,"To pass an exam, you need to get at least passing marks.","{'question_text': ""What could have been the passing marks for Arthur's test?"", 'options': [{'A': 79}, {'B': 80}, {'C': 72}, {'D': 78}, {'E': 'None'}], 'value_answer': [72], 'option_answer': ['C'], 'other': {'given_value': 76, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",What could have been the passing marks for Arthur's test?,"[{'A': 79}, {'B': 80}, {'C': 72}, {'D': 78}, {'E': 'None'}]",['72'],['C'],Kevin,"[79, 80, 72, 78]",1,1,"['79', '80', '72', '78']",4,3
350,attribute_comparison,weight_and_volume,Leo's has two identical cylindrical shaped bottles. The bottle holding less amount of water has 15 kg weight.,Larger amount of water have more weight.,"{'question_text': 'What could be the weight of the other bottle ?', 'options': [{'A': 16}, {'B': 9}, {'C': 20}, {'D': 19}], 'value_answer': [16, 20, 19], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 15, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the weight of the other bottle ?,"[{'A': 16}, {'B': 9}, {'C': 20}, {'D': 19}]","['16', '20', '19']","['A', 'C', 'D']",Saurabh,"[16, 20]",3,2,"['16', '20']",2,-1
998,implicit_numerical_knowledge,car_wheels,"In a repairing workshop, 9 cars are tested daily. Gabriel and his co-worker test air in all the wheels of the cars.",A car has 4 wheels,"{'question_text': 'How many tires Gabriel could have tested?', 'options': [{'A': 32}, {'B': 28}, {'C': 40}, {'D': 36}], 'value_answer': [32, 28, 36], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 36, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How many tires Gabriel could have tested?,"[{'A': 32}, {'B': 28}, {'C': 40}, {'D': 36}]","['32', '28', '36']","['A', 'B', 'D']",Neeraj,[36],3,1,['36'],1,-2
1370,non_numerical,architect,CEO of company ABC decided to expand their services. He decided to open a new office building in Tempe. The CEO of the company hired an architect and explained him the agenda.,An architect is involved in the construction of buildings.,"{'question_text': 'What could have been done by him as a part of his job?', 'options': [{'A': 'designing building'}, {'B': 'cleaning'}, {'C': 'watering plants'}, {'D': 'repairing vehicles'}], 'value_answer': ['designing building'], 'option_answer': ['A'], 'other': {}}",What could have been done by him as a part of his job?,"[{'A': 'designing building'}, {'B': 'cleaning'}, {'C': 'watering plants'}, {'D': 'repairing vehicles'}]","[""'designing building'""]",['A'],Saurabh,['designing building'],1,1,"[""'designing building'""]",1,0
1286,non_numerical_sg,airplane_eng,"Jose is addicted to alcohol, but he had to stop the alcohol consumption because he was facing some disease, he would have dies if he had not stopped the alcohol consumption",Consuming too much alcohol may lead to liver disease.,"{'question_text': 'What could have been the disease?', 'options': [{'A': 'Liver disease'}, {'B': 'Knee injury'}, {'C': 'hand injury'}, {'D': 'none'}], 'value_answer': ['Liver disease'], 'option_answer': ['A'], 'other': {}}",What could have been the disease?,"[{'A': 'Liver disease'}, {'B': 'Knee injury'}, {'C': 'hand injury'}, {'D': 'none'}]","[""'Liver disease'""]",['A'],Sidharth,['Liver disease'],1,1,"[""'Liver disease'""]",1,0
868,change_with_action,adding_components,Ian has a bag with weight of 21 units. Ian adds a ball to this bag.,Adding components increases the weight of the whole,"{'question_text': 'What could be the weight of the bag now?', 'options': [{'A': 18}, {'B': 16}, {'C': 24}, {'D': 21}, {'E': 'None'}], 'value_answer': [24], 'option_answer': ['C'], 'other': {'given_value': 21, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the weight of the bag now?,"[{'A': 18}, {'B': 16}, {'C': 24}, {'D': 21}, {'E': 'None'}]",['24'],['C'],Neeraj,"[18, 16, 24, 21]",1,1,"['18', '16', '24', '21']",4,3
15,attribute_comparison,area_and_resistance,Gabriel's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with larger area is 37 units.,Resistance is inversely proportional to the area of the metalic wire,"{'question_text': 'What could be the resistance of the other wire?', 'options': [{'A': 39}, {'B': 40}, {'C': 35}, {'D': 36}, {'E': 'None'}], 'value_answer': [39, 40], 'option_answer': ['A', 'B'], 'other': {'given_value': 37, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the resistance of the other wire?,"[{'A': 39}, {'B': 40}, {'C': 35}, {'D': 36}, {'E': 'None'}]","['39', '40']","['A', 'B']",Neeraj,"[35, 36]",2,0,"['35', '36']",2,0
113,attribute_comparison,length_and_resistance,Greyson's experiment is to observe the relationship between resistance and length using two similar wires of different lengths. The length of the wire with higher resistance is 27 units.,Resistance is directly proportional to the length of the metalic wire,"{'question_text': 'What could be the length of the other wire?', 'options': [{'A': 25}, {'B': 30}, {'C': 31}, {'D': 28}], 'value_answer': [25], 'option_answer': ['A'], 'other': {'given_value': 27, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the length of the other wire?,"[{'A': 25}, {'B': 30}, {'C': 31}, {'D': 28}]",['25'],['A'],Neeraj,"[25, 30, 31, 28]",1,1,"['25', '30', '31', '28']",4,3
450,attribute_comparison,thickness_and_pages,Jameson is preparing for his exam. He is trying to estimate how many pages he has to read from book for courses Physics and History. History book with less number of pages have thickness of 20 units.,Number of pages in book is directly proportional to the the thickness of the book,"{'question_text': 'What could be the thickness of Physics book ?', 'options': [{'A': 21}, {'B': 18}, {'C': 19}, {'D': 15}], 'value_answer': [21], 'option_answer': ['A'], 'other': {'given_value': 20, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the thickness of Physics book ?,"[{'A': 21}, {'B': 18}, {'C': 19}, {'D': 15}]",['21'],['A'],Saurabh,"[21, 18, 19]",1,1,"['21', '18', '19']",3,2
707,attribute_comparison,poster,Gabriel works in a printing press and has to print 2 posters. The bigger poster requires 413 ml of ink.,Printing of large poster requires more amount of ink as compared to printing of small posters.,"{'question_text': 'What could be the amount of ink required for the smaller poster?', 'options': [{'A': 437}, {'B': 407}, {'C': 374}, {'D': 393}], 'value_answer': [407, 374, 393], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 413, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the amount of ink required for the smaller poster?,"[{'A': 437}, {'B': 407}, {'C': 374}, {'D': 393}]","['407', '374', '393']","['B', 'C', 'D']",Sidharth,"[407, 374]",3,2,"['407', '374']",2,-1
1523,non_numerical,teeth_cleaner,Mateo was ready to start his day and used an item to brush his teeth.,A human can brush their teeth with toothpaste but not with face or body cream.,"{'question_text': 'What could be the item used?', 'options': [{'A': 'Face cream'}, {'B': 'Body cream'}, {'C': 'Shaving cream'}, {'D': 'Toothpaste'}], 'value_answer': ['Toothpaste'], 'option_answer': ['D'], 'other': {}}",What could be the item used?,"[{'A': 'Face cream'}, {'B': 'Body cream'}, {'C': 'Shaving cream'}, {'D': 'Toothpaste'}]","[""'Toothpaste'""]",['D'],Sivapriya,['Toothpaste'],1,1,"[""'Toothpaste'""]",1,0
1580,transaction,money,"Charles had 94 dollars initially and took some money from Victoria who initially had 195 dollars.Charles had a friend Victoria. Charles wanted to buy something but only had 94 dollars with her which was not sufficient, so Victoria who had initially 195 dollars gave Charles some money",When some money is transferred to others money with the giver decreases,"{'question_text': 'What could be the amount of money with Charles now?', 'options': [{'A': 80}, {'B': 70}, {'C': 60}, {'D': 110}, {'E': 'None'}], 'value_answer': [110], 'option_answer': ['D'], 'other': {'given_value': 94, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the amount of money with Charles now?,"[{'A': 80}, {'B': 70}, {'C': 60}, {'D': 110}, {'E': 'None'}]",['110'],['D'],Neeraj,"[80, 70, 60, 110]",1,1,"['80', '70', '60', '110']",4,3
288,attribute_comparison,car_capacity,"Parker bought a bus with a capacity of 60 people. Later, he bought a new bus with a higher capacity.",Bigger vehicles have more seating capacity.,"{'question_text': 'What could be the seating capacity of the new bus?', 'options': [{'A': 63}, {'B': 61}, {'C': 56}, {'D': 53}, {'E': 'None'}], 'value_answer': [63, 61], 'option_answer': ['A', 'B'], 'other': {'given_value': 60, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the seating capacity of the new bus?,"[{'A': 63}, {'B': 61}, {'C': 56}, {'D': 53}, {'E': 'None'}]","['63', '61']","['A', 'B']",Himanshu,"[63, 61]",2,2,"['63', '61']",2,0
1188,non_numerical,spices_and_food,"To cover his eyes from the hot sun, Jaxon used an item from his backpack when he was out jogging on a trail.",Wearing sunglass is a good way to protect eyes from harsh sunlight.,"{'question_text': 'What could be the item used by Jaxon to protect his eyes from the sun?', 'options': [{'A': 'sunglasses'}, {'B': 'shades'}, {'C': 'T-shirt'}, {'D': 'water bottle'}], 'value_answer': ['sunglasses', 'T-shirt'], 'option_answer': ['A', 'C'], 'other': {}}",What could be the item used by Jaxon to protect his eyes from the sun?,"[{'A': 'sunglasses'}, {'B': 'shades'}, {'C': 'T-shirt'}, {'D': 'water bottle'}]","[""'sunglasses'"", ""'T-shirt'""]","['A', 'C']",Kevin,"['sunglasses', 'shades']",2,1,"[""'sunglasses'"", ""'shades'""]",2,0
943,change_with_action,selling,Evan organized a garage sale yesterday. Evan sold a total of 441 items at a maximum price of 1 USD each.,Selling something reduces its quantity,"{'question_text': 'How much money Evan could have made from the garage sale?', 'options': [{'A': 460}, {'B': 450}, {'C': 470}, {'D': 400}, {'E': 'None'}], 'value_answer': [400], 'option_answer': ['D'], 'other': {'given_value': 441, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How much money Evan could have made from the garage sale?,"[{'A': 460}, {'B': 450}, {'C': 470}, {'D': 400}, {'E': 'None'}]",['400'],['D'],Neeraj,"[460, 450, 470]",1,0,"['460', '450', '470']",3,2
493,attribute_comparison,buoyant_and_density,Jace is sailing on a boat and was intrugued to study how boat floats on water as part of which he observed the changes in buoyant force and density on two fluids. The density when buoyant force exerted is higher is 223 units.,Buoyant force is directly proportional to the density of the fluid in which an object is immersed.,"{'question_text': 'What could be the density of the other liquid?', 'options': [{'A': 226}, {'B': 222}, {'C': 221}, {'D': 220}], 'value_answer': [222, 221, 220], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 223, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the density of the other liquid?,"[{'A': 226}, {'B': 222}, {'C': 221}, {'D': 220}]","['222', '221', '220']","['B', 'C', 'D']",Yamini,"[226, 222]",3,1,"['226', '222']",2,-1
578,attribute_comparison,humidity_and_temperature,"In a physics test that Maxwell recently took, it was given in the question that the relative humidity at lower temperature is 60 units.",Relative humidity is inversely proportional to temperature.,"{'question_text': 'What could be the relative humidity at the other temperature?', 'options': [{'A': 58}, {'B': 55}, {'C': 56}, {'D': 64}], 'value_answer': [58, 55, 56], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 60, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the relative humidity at the other temperature?,"[{'A': 58}, {'B': 55}, {'C': 56}, {'D': 64}]","['58', '55', '56']","['A', 'B', 'C']",Yamini,"[58, 55, 56, 64]",3,3,"['58', '55', '56', '64']",4,1
929,change_with_action,moving_components,A dock in New York has 34 crates and another dock in California has 28 crates.,Number of items that can be moved is less than or equal to the total number of items present,"{'question_text': 'How many crates can be moved the California dock?', 'options': [{'A': 31}, {'B': 25}, {'C': 28}, {'D': 24}], 'value_answer': [25, 28, 24], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 28, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How many crates can be moved the California dock?,"[{'A': 31}, {'B': 25}, {'C': 28}, {'D': 24}]","['25', '28', '24']","['B', 'C', 'D']",Neeraj,"[25, 28, 24]",3,3,"['25', '28', '24']",3,0
1426,non_numerical,population_growth,It is observed that there has been an increase in people at Tempe recently.,A region's population grows either by birth or immigration.,"{'question_text': 'Wha could be reason for increase in population?', 'options': [{'A': 'divorce'}, {'B': 'consumption of food'}, {'C': 'death'}, {'D': 'immigration'}], 'value_answer': ['immigration'], 'option_answer': ['D'], 'other': {}}",Wha could be reason for increase in population?,"[{'A': 'divorce'}, {'B': 'consumption of food'}, {'C': 'death'}, {'D': 'immigration'}]","[""'immigration'""]",['D'],Saurabh,"[divorce, immigration]",1,0,"['divorce', 'immigration']",2,1
419,attribute_comparison,projectile_height,Adam and his brother are throwing two identical balls in an upward direction at 45 degree of projection angle. Adam's ball which reached at higher height had initial velocity of 35 meter/second.,The maximum height reached by the ball is directly proportional to the initial velocity at which it is thrown if fired at 45 degrees of projection angle.,"{'question_text': ""What could be the initial velocity of the ball thrown by Adam's brother?"", 'options': [{'A': 41}, {'B': 26}, {'C': 37}, {'D': 39}, {'E': 'None'}], 'value_answer': [26], 'option_answer': ['B'], 'other': {'given_value': 35, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the initial velocity of the ball thrown by Adam's brother?,"[{'A': 41}, {'B': 26}, {'C': 37}, {'D': 39}, {'E': 'None'}]",['26'],['B'],Saurabh,"[41, 26, 37, 39]",1,1,"['41', '26', '37', '39']",4,3
1257,non_numerical,filament_object,Noah is a middle school student and has just started reading about electricity. He was curious about the bulbs and how different metals can be used as filament. He used a metal to create a filament and it lighted up brightly.,"Copper cannot be used for making filaments of bulb where as Tungsten, Platinum, and Rhenium can be used for the same task.","{'question_text': 'What could be the metal used as filament?', 'options': [{'A': 'copper'}, {'B': 'tungsten'}, {'C': 'platinum'}, {'D': 'rhenium'}], 'value_answer': ['tungsten', 'platinum', 'rhenium'], 'option_answer': ['B', 'C', 'D'], 'other': {}}",What could be the metal used as filament?,"[{'A': 'copper'}, {'B': 'tungsten'}, {'C': 'platinum'}, {'D': 'rhenium'}]","[""'tungsten'"", ""'platinum'"", ""'rhenium'""]","['B', 'C', 'D']",Yamini,"['tungsten', 'platinum', 'rhenium']",3,3,"[""'tungsten'"", ""'platinum'"", ""'rhenium'""]",3,0
436,attribute_comparison,speed_and_distance,A truck and a bike were travelling on a straight road. Truck was moving faster than bike with 70 miles/hour.,distance covered is directly proportional to speed,"{'question_text': 'What could be the speed of the bike ?', 'options': [{'A': 74}, {'B': 69}, {'C': 71}, {'D': 73}, {'E': 'None'}], 'value_answer': [69], 'option_answer': ['B'], 'other': {'given_value': 70, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the speed of the bike ?,"[{'A': 74}, {'B': 69}, {'C': 71}, {'D': 73}, {'E': 'None'}]",['69'],['B'],Saurabh,"[74, 69]",1,1,"['74', '69']",2,1
878,change_with_action,animals,Few cows and a 50 goats are grazing in the field.,Total number of animals is sum of all types of animals,"{'question_text': 'How many total animals can be there in this field?', 'options': [{'A': 40}, {'B': 52}, {'C': 50}, {'D': 44}], 'value_answer': [52], 'option_answer': ['B'], 'other': {'given_value': 50, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many total animals can be there in this field?,"[{'A': 40}, {'B': 52}, {'C': 50}, {'D': 44}]",['52'],['B'],Neeraj,"[52, 50]",1,1,"['52', '50']",2,1
360,attribute_comparison,cylinder_and_volume,Joel's has two cylindrical shaped bottles with same height. Radius of the bottle having lower volume is 10 meters.,Volume of the cylinder is directly proportional to radius.,"{'question_text': 'What could be the radius of the other bottle ?', 'options': [{'A': 5}, {'B': 14}, {'C': 7}, {'D': 9}, {'E': 'None'}], 'value_answer': [14], 'option_answer': ['B'], 'other': {'given_value': 10, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the radius of the other bottle ?,"[{'A': 5}, {'B': 14}, {'C': 7}, {'D': 9}, {'E': 'None'}]",['14'],['B'],Saurabh,"[5, 7]",1,0,"['5', '7']",2,1
927,change_with_action,moving_components,A dock had 30 crates initially and then a few crates were transported to a ship.,"When things are transported, their initial quantity reduces","{'question_text': 'What could be the number of crates in the dock now?', 'options': [{'A': 30}, {'B': 28}, {'C': 32}, {'D': 29}, {'E': 'None'}], 'value_answer': [28, 29], 'option_answer': ['B', 'D'], 'other': {'given_value': 30, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the number of crates in the dock now?,"[{'A': 30}, {'B': 28}, {'C': 32}, {'D': 29}, {'E': 'None'}]","['28', '29']","['B', 'D']",Neeraj,"[28, 29]",2,2,"['28', '29']",2,0
881,change_with_action,balance,Samuel annual income is 10 thousand dollars and spends some money on his food and other essentials.,After spending one is left with lesser money,"{'question_text': 'What could be the amount of remaining money with Samuel?', 'options': [{'A': 6}, {'B': 14}, {'C': 10}, {'D': 8}, {'E': 'None'}], 'value_answer': [6, 8], 'option_answer': ['A', 'D'], 'other': {'given_value': 10, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the amount of remaining money with Samuel?,"[{'A': 6}, {'B': 14}, {'C': 10}, {'D': 8}, {'E': 'None'}]","['6', '8']","['A', 'D']",Neeraj,"[6, 8, 10, 14]",2,2,"['6', '8', '10', '14']",4,2
920,change_with_action,marks,"In Kevin's class, the least marks are 58.",Lowest marks are the minimum marks among all students,"{'question_text': 'How many marks Kevin could have scored?', 'options': [{'A': 69}, {'B': 71}, {'C': 60}, {'D': 53}], 'value_answer': [69, 71, 60], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 58, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",How many marks Kevin could have scored?,"[{'A': 69}, {'B': 71}, {'C': 60}, {'D': 53}]","['69', '71', '60']","['A', 'B', 'C']",Neeraj,"[60, 53]",3,1,"['60', '53']",2,-1
