index,category,subcategory,premise,knowledge,question,question_text,options,value_answer,option_answer,author,GPT3Pred
1040,implicit_numerical_knowledge,days_in_month,Anthony is training for his soccer match. He has been playing soccer for at least 4 hours daily in April.,There are 30 days in April,"{'question_text': 'For how many hours Anthony could have played in the entire month of April?', 'options': [{'A': 124}, {'B': 139}, {'C': 120}, {'D': 121}, {'E': 'None'}], 'value_answer': [124, 139, 120, 121], 'option_answer': ['A', 'B', 'C', 'D'], 'other': {'given_value': 120, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",For how many hours Anthony could have played in the entire month of April?,"[{'A': 124}, {'B': 139}, {'C': 120}, {'D': 121}, {'E': 'None'}]","[124, 139, 120, 121]","['A', 'B', 'C', 'D']",Neeraj,"[120, 121]"
946,change_with_action,selling,Cooper purchased a phone for 354 dollars. The phone price was discounted.,Selling price of an object decreases if discount is given,"{'question_text': 'What could have been the original price of that phone?', 'options': [{'A': 275}, {'B': 400}, {'C': 300}, {'D': 350}], 'value_answer': [400], 'option_answer': ['B'], 'other': {'given_value': 354, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could have been the original price of that phone?,"[{'A': 275}, {'B': 400}, {'C': 300}, {'D': 350}]",[400],['B'],Neeraj,"[400, 350]"
1600,implicit_numerical_knowledge,percent,Dawson borrowed a loan of 20 thousand dollars and spent more than 50% of it in just setting up new infrastructure.,50% percent means half,"{'question_text': 'How many thousand dollars could be left with Dawson after spending on infrastructure?', 'options': [{'A': 8}, {'B': 13}, {'C': 14}, {'D': 10}], 'value_answer': [8], 'option_answer': ['A'], 'other': {'given_value': 10, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many thousand dollars could be left with Dawson after spending on infrastructure?,"[{'A': 8}, {'B': 13}, {'C': 14}, {'D': 10}]",[8],['A'],Neeraj,"[8, 10, 13, 14]"
557,attribute_comparison,entropy_and_pressure,Christian wanted to study the effect of pressure on entropy of a system. The pressure of the system when entropy of the system is low is 36 Pa.,The entropy of a system decreases with an increase in pressure.,"{'question_text': 'What could be the pressure of the system when entropy is high?', 'options': [{'A': 31}, {'B': 34}, {'C': 40}, {'D': 33}], 'value_answer': [31, 34, 33], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 36, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the pressure of the system when entropy is high?,"[{'A': 31}, {'B': 34}, {'C': 40}, {'D': 33}]","[31, 34, 33]","['A', 'B', 'D']",Yamini,"[34, 40]"
410,attribute_comparison,projectile_distance,Arthur was wondering how cannons were used before in the war. He was experimenting with two cannons in testing zone to obeserve the distance covered by cannon balls. Two cannons shot two identical cannon balls. The cannon ball that has a greater muzzle velocity covered distance of 112 meters.,"Horizontal distance travelled by cannon ball is directly proportional to the muzzle velocity, if fired at 45 degree projection angle.","{'question_text': 'What could be the distance travelled by the other cannon ball?', 'options': [{'A': 125}, {'B': 107}, {'C': 102}, {'D': 103}], 'value_answer': [107, 102, 103], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 112, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the distance travelled by the other cannon ball?,"[{'A': 125}, {'B': 107}, {'C': 102}, {'D': 103}]","[107, 102, 103]","['B', 'C', 'D']",Saurabh,"[125, 107]"
1402,non_numerical,hot_cold_air,Patrick has organized a welcome party for his friend. He was filling a balloon with hot air and the other with cold air. He noticed that one of the balloons was floating at the top of the room.,Hot air is lighter than cold air.,"{'question_text': 'The balloon could be filled with?', 'options': [{'A': 'water'}, {'B': 'gasoline'}, {'C': 'cold air'}, {'D': 'hot air'}], 'value_answer': ['hot air'], 'option_answer': ['D'], 'other': {}}",The balloon could be filled with?,"[{'A': 'water'}, {'B': 'gasoline'}, {'C': 'cold air'}, {'D': 'hot air'}]",['hot air'],['D'],Saurabh,[{'D': 'hot air'}]
964,change_with_action,temperature_change,Temperature of the room was 14 units before turning on AC.,On turning on the cooler temperature decreases,"{'question_text': 'What could be the temperature after an hour?', 'options': [{'A': 13}, {'B': 10}, {'C': 18}, {'D': 9}], 'value_answer': [13, 10, 9], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 14, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the temperature after an hour?,"[{'A': 13}, {'B': 10}, {'C': 18}, {'D': 9}]","[13, 10, 9]","['A', 'B', 'D']",Neeraj,"[13, 18]"
1111,implicit_numerical_knowledge,working_days,Connor recently joined the ACB company and has been going to the office for more than 6 weeks on all working days.,A week has 5 working days,"{'question_text': 'How many days Connor could have gone to the office?', 'options': [{'A': 25}, {'B': 32}, {'C': 34}, {'D': 28}], 'value_answer': [32, 34], 'option_answer': ['B', 'C'], 'other': {'given_value': 30, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many days Connor could have gone to the office?,"[{'A': 25}, {'B': 32}, {'C': 34}, {'D': 28}]","[32, 34]","['B', 'C']",Neeraj,"[32, 34]"
55,attribute_comparison,direct_comparison,"Leo bought two cans and while loading them into a truck, Leo felt that the second can is heavier than the first. The weight of the first can is 36 units.",More weight implies an object is heavier,"{'question_text': 'What could be the weight of second can?', 'options': [{'A': 32}, {'B': 36}, {'C': 35}, {'D': 31}, {'E': 'None'}], 'value_answer': ['None'], 'option_answer': ['E'], 'other': {'given_value': 36, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the weight of second can?,"[{'A': 32}, {'B': 36}, {'C': 35}, {'D': 31}, {'E': 'None'}]",['None'],['E'],Neeraj,"[32, 35, 31]"
1364,non_numerical_sg,worm,Maxwell in a science class was taught about the reproduction process of different species. His professor told the class that a species has two sperm receptacles.,Every worm has two sperm receptacles.,"{'question_text': 'What could be the species that the professor is talking about?', 'options': [{'A': 'Pigeon'}, {'B': 'Dog'}, {'C': 'Worm'}, {'D': 'Eagle'}], 'value_answer': ['Worm'], 'option_answer': ['C'], 'other': {}}",What could be the species that the professor is talking about?,"[{'A': 'Pigeon'}, {'B': 'Dog'}, {'C': 'Worm'}, {'D': 'Eagle'}]",['Worm'],['C'],Sidharth,['Worm']
128,attribute_comparison,portion,"Logan was playing cricket along with his friend with a heavy weighted ball, unfortunately they broke a glass which was of 33 pounds.",A portion of an object is less than the whole object,"{'question_text': 'What could be the weight of a broken piece?', 'options': [{'A': 37}, {'B': 34}, {'C': 31}, {'D': 25}], 'value_answer': [31, 25], 'option_answer': ['C', 'D'], 'other': {'given_value': 33, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the weight of a broken piece?,"[{'A': 37}, {'B': 34}, {'C': 31}, {'D': 25}]","[31, 25]","['C', 'D']",Neeraj,"[31, 34]"
782,attribute_comparison,frustum_of_cone_radius,Benjamin was eating a cone ice cream where he cut the chocolate part of cone shape at the sharp end. The radius of the circle at the top(base of the cone) is 41 units.,The frustum of a cone is the part of the cone with its base that is left after the cone is cut by a plane that is parallel to its base.,"{'question_text': 'What could be the radius of the cone-shaped chocolate part?', 'options': [{'A': 45}, {'B': 38}, {'C': 40}, {'D': 39}, {'E': 'None'}], 'value_answer': [38, 40, 39], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 41, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the radius of the cone-shaped chocolate part?,"[{'A': 45}, {'B': 38}, {'C': 40}, {'D': 39}, {'E': 'None'}]","[38, 40, 39]","['B', 'C', 'D']",Sivapriya,"[38, 39, 40]"
692,attribute_comparison,obj_weight,"Leo performs an experiment on balloons. He takes two balloons, he fills one of them with air  and other one with water in it. He throws both the balloons at the same time from the same height and the balloon with water reaches the ground faster than the balloon with air. The weight of the balloon with air is 163 grams.",Objects with more weight tend to fall faster as compared to objects with less weight.,"{'question_text': 'What can be the weight of water balloon?', 'options': [{'A': 150}, {'B': 170}, {'C': 143}, {'D': 159}, {'E': 'None'}], 'value_answer': [170], 'option_answer': ['B'], 'other': {'given_value': 163, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What can be the weight of water balloon?,"[{'A': 150}, {'B': 170}, {'C': 143}, {'D': 159}, {'E': 'None'}]",[170],['B'],Sidharth,"[150, 170]"
57,attribute_comparison,direct_comparison,"Leo bought two cans and while loading them into a truck, Leo felt that the first can is heavier than the second. The weight of the second can is 25 units.",More weight implies an object is heavier,"{'question_text': 'What could be the weight of the first can?', 'options': [{'A': 25}, {'B': 27}, {'C': 26}, {'D': 23}], 'value_answer': [27, 26], 'option_answer': ['B', 'C'], 'other': {'given_value': 25, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the weight of the first can?,"[{'A': 25}, {'B': 27}, {'C': 26}, {'D': 23}]","[27, 26]","['B', 'C']",Neeraj,"[27, 26]"
982,implicit_numerical_knowledge,arms,"In a sports meeting, more than 14 sportsmen were present. All of them given a band for both their hands.",A human has 2 arms,"{'question_text': 'How many bands could have been given in total?', 'options': [{'A': 24}, {'B': 26}, {'C': 22}, {'D': 32}], 'value_answer': [32], 'option_answer': ['D'], 'other': {'given_value': 28, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many bands could have been given in total?,"[{'A': 24}, {'B': 26}, {'C': 22}, {'D': 32}]",[32],['D'],Neeraj,"[26, 32]"
1350,non_numerical_sg,sport,Henry is a national level champion of national sport of USA,Baseball is the national sport of USA,"{'question_text': 'What could be the sport that he loves?', 'options': [{'A': 'Cricket'}, {'B': 'Volley Ball'}, {'C': 'Golf'}, {'D': 'Baseball'}], 'value_answer': ['Baseball'], 'option_answer': ['D'], 'other': {}}",What could be the sport that he loves?,"[{'A': 'Cricket'}, {'B': 'Volley Ball'}, {'C': 'Golf'}, {'D': 'Baseball'}]",['Baseball'],['D'],Sidharth,[Baseball]
1199,non_numerical,heat_uses,"Since last week was very hectic, Matthew wanted to do his laundry and dry it in the weekend.",Heat is required to dry clothes.,"{'question_text': 'What could be done by Matthew to dry his laundry load?', 'options': [{'A': 'Dry on a hot afternoon'}, {'B': 'Dry on a rainy day'}, {'C': 'Use a dryer'}, {'D': 'None'}], 'value_answer': ['Dry on a hot afternoon', 'Use a dryer'], 'option_answer': ['A', 'C'], 'other': {}}",What could be done by Matthew to dry his laundry load?,"[{'A': 'Dry on a hot afternoon'}, {'B': 'Dry on a rainy day'}, {'C': 'Use a dryer'}, {'D': 'None'}]","['Dry on a hot afternoon', 'Use a dryer']","['A', 'C']",Kevin,[C]
1340,non_numerical_sg,physical_quantity,"Michael saw a machine which was used to measure a physical quantity, he notices that the value was always greater than zero.",Ratio attributes have a true zero and are always positive.,"{'question_text': 'What could have been measured by him?', 'options': [{'A': 'Weight'}, {'B': 'Temperature'}, {'C': 'Latitude'}, {'D': 'Height'}], 'value_answer': ['Weight', 'Height'], 'option_answer': ['A', 'D'], 'other': {}}",What could have been measured by him?,"[{'A': 'Weight'}, {'B': 'Temperature'}, {'C': 'Latitude'}, {'D': 'Height'}]","['Weight', 'Height']","['A', 'D']",Sidharth,"[Weight, Temperature, Height]"
1615,implicit_numerical_knowledge,quarter,Judah has 46 dollars and spent more than quarter of this amount buying burgers.,Quarter means one by four,"{'question_text': 'How many dollars could be left with Judah after spending on burgers?', 'options': [{'A': 6}, {'B': 8}, {'C': 13}, {'D': 9}], 'value_answer': [6, 8, 9], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 11, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many dollars could be left with Judah after spending on burgers?,"[{'A': 6}, {'B': 8}, {'C': 13}, {'D': 9}]","[6, 8, 9]","['A', 'B', 'D']",Saurabh,"[8, 9]"
272,attribute_comparison,volume_and_height,"Jaxon's neighbour installed a swimming pool. So, Jaxon installed a smaller swimming pool as well with the same base area. The height of the Jaxon's neighbours swimming pool is 4 m.",Volume is directly proportional to height when base area is constant.,"{'question_text': 'What could be the height of the swimming pool installed by Jaxon?', 'options': [{'A': 5}, {'B': 8}, {'C': 0}, {'D': 7}], 'value_answer': [0], 'option_answer': ['C'], 'other': {'given_value': 4, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the height of the swimming pool installed by Jaxon?,"[{'A': 5}, {'B': 8}, {'C': 0}, {'D': 7}]",[0],['C'],Kevin,"[5, 8, 7]"
90,attribute_comparison,gravity,The gravitational pull 1000 units above the Earth's surface is 5. ,Gravitational pull decreases as the distance from Earth increases,"{'question_text': ""What could be the gravitational pull 6000 units above the Earth's surface?"", 'options': [{'A': 2}, {'B': 9}, {'C': 5}, {'D': 7}, {'E': 'None'}], 'value_answer': [2], 'option_answer': ['A'], 'other': {'given_value': 5, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the gravitational pull 6000 units above the Earth's surface?,"[{'A': 2}, {'B': 9}, {'C': 5}, {'D': 7}, {'E': 'None'}]",[2],['A'],Neeraj,"[2, 5, 7]"
295,attribute_comparison,floors_and_rooms,Jordan visited Newyork and saw two buildings with the same base area. His guide also told him that the dimensions of the room of both buildings are equal. One of the buildings is taller than the other and has 41 rooms.,"If two buildings have the same base area and room size, the building with more floors will have more rooms.","{'question_text': 'What could be the number of rooms in shorter building?', 'options': [{'A': 44}, {'B': 48}, {'C': 32}, {'D': 35}], 'value_answer': [32, 35], 'option_answer': ['C', 'D'], 'other': {'given_value': 41, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the number of rooms in shorter building?,"[{'A': 44}, {'B': 48}, {'C': 32}, {'D': 35}]","[32, 35]","['C', 'D']",Himanshu,"[32, 35]"
290,attribute_comparison,cooling_and_wind,"Judah has a wet towel and left it to dry. Judah lives in a windy place and the wind speed was high. That day, the towel dried at 35 minutes. The next day, he kept his towel to dry again when the wind speed was significantly lower.",Higher speed of wind will help in better evaporation.,"{'question_text': 'What could be the drying time of the towel ?', 'options': [{'A': 42}, {'B': 26}, {'C': 29}, {'D': 43}, {'E': 'None'}], 'value_answer': [42, 43], 'option_answer': ['A', 'D'], 'other': {'given_value': 35, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the drying time of the towel ?,"[{'A': 42}, {'B': 26}, {'C': 29}, {'D': 43}, {'E': 'None'}]","[42, 43]","['A', 'D']",Himanshu,"[42, 26, 29, 43]"
751,attribute_comparison,capacitors_series_and_parallel,Oliver placed capacitors in parallel to work with the AC drive voltage to allow more time to charge and discharge. Oliver modified the arrangement of the capacitors to charge and discharge quickly to keep in open circuit mode. The capacitance of the circuit before altering is 47 units.,Capacitors in parallel connections result in additive values while series connections result in diminished values.,"{'question_text': 'What could be the capacitance of the circuit after rearrangement?', 'options': [{'A': 46}, {'B': 48}, {'C': 45}, {'D': 42}, {'E': 'None'}], 'value_answer': [46, 45, 42], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 47, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the capacitance of the circuit after rearrangement?,"[{'A': 46}, {'B': 48}, {'C': 45}, {'D': 42}, {'E': 'None'}]","[46, 45, 42]","['A', 'C', 'D']",Sivapriya,"[48, 45]"
1286,non_numerical_sg,airplane_eng,"Jose is addicted to alcohol, but he had to stop the alcohol consumption because he was facing some disease, he would have dies if he had not stopped the alcohol consumption",Consuming too much alcohol may lead to liver disease.,"{'question_text': 'What could have been the disease?', 'options': [{'A': 'Liver disease'}, {'B': 'Knee injury'}, {'C': 'hand injury'}, {'D': 'none'}], 'value_answer': ['Liver disease'], 'option_answer': ['A'], 'other': {}}",What could have been the disease?,"[{'A': 'Liver disease'}, {'B': 'Knee injury'}, {'C': 'hand injury'}, {'D': 'none'}]",['Liver disease'],['A'],Sidharth,[Liver disease]
180,attribute_comparison,water_and_cotton,Henry fills one box with cotton and a box pof same size with water. The box with water weighted 26 pounds.,Water is heavier than cotton,"{'question_text': 'What could be the weight of the cotton box?', 'options': [{'A': 16}, {'B': 26}, {'C': 21}, {'D': 31}], 'value_answer': [16, 21], 'option_answer': ['A', 'C'], 'other': {'given_value': 26, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the weight of the cotton box?,"[{'A': 16}, {'B': 26}, {'C': 21}, {'D': 31}]","[16, 21]","['A', 'C']",Neeraj,"[16, 26]"
677,attribute_comparison,eyes,Henry and his friend wear spectacles because both of them have power. His eyes are better in comparison to his friends power. He wears spectacles of 1 power.,People with high power of spectacles have weak eyes as compared to people with low power of spectacles.,"{'question_text': 'What could be the value of spectacles of higher power', 'options': [{'A': 2}, {'B': 1}, {'C': 3}, {'D': 5}, {'E': 'None'}], 'value_answer': [2, 3, 5], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 1, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the value of spectacles of higher power,"[{'A': 2}, {'B': 1}, {'C': 3}, {'D': 5}, {'E': 'None'}]","[2, 3, 5]","['A', 'C', 'D']",Sidharth,"[2, 3, 5]"
1190,non_numerical,food_and_protein,"In a recent blood test, Jacob realised that he was having deficiency of proteins. Since he did not want to use protein supplements, he went and bought an item from a store.",Non vegetarian food is rich in proteins.,"{'question_text': 'What could be the item that was purchased by Jacob to increase is protein levels naturally?', 'options': [{'A': 'Fish'}, {'B': 'Sugar'}, {'C': 'Water'}, {'D': 'Salt'}], 'value_answer': ['Fish'], 'option_answer': ['A'], 'other': {}}",What could be the item that was purchased by Jacob to increase is protein levels naturally?,"[{'A': 'Fish'}, {'B': 'Sugar'}, {'C': 'Water'}, {'D': 'Salt'}]",['Fish'],['A'],Kevin,[Fish]
14,attribute_comparison,area_and_resistance,Oliver learns about the relation of resistance and area using two wires which are similar with different areas. 23 units is the resistance of wire which has larger area.,Resistance is inversely proportional to the area of the metalic wire,"{'question_text': 'What could be the resistance of the other wire?', 'options': [{'A': 26}, {'B': 22}, {'C': 25}, {'D': 21}], 'value_answer': [26, 25], 'option_answer': ['A', 'C'], 'other': {'given_value': 23, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the resistance of the other wire?,"[{'A': 26}, {'B': 22}, {'C': 25}, {'D': 21}]","[26, 25]","['A', 'C']",Neeraj,"[22, 21]"
1328,non_numerical_sg,Last_month,"Ryan's teacher asks in class, in which month does christmas comes? and gives a hint that christmas comes in last month of the year.",December is the last month of the year.,"{'question_text': 'What could be the month that the teacher was talking about?', 'options': [{'A': 'January'}, {'B': 'February'}, {'C': 'December'}, {'D': 'July'}], 'value_answer': ['December'], 'option_answer': ['C'], 'other': {}}",What could be the month that the teacher was talking about?,"[{'A': 'January'}, {'B': 'February'}, {'C': 'December'}, {'D': 'July'}]",['December'],['C'],Sidharth,[December]
684,attribute_comparison,internet_speed_2,"Bennett has two different mobile phones and both of them have two different connections to the Internet. From the first Internet connection, the video transmission was of better quality than the other. 331 MB per sec is the the speed of second internet connection.",Quality of video feed is directly proportional to high internet speed.,"{'question_text': 'What could be the speed of the other internet connection??', 'options': [{'A': 332}, {'B': 330}, {'C': 335}, {'D': 333}, {'E': 'None'}], 'value_answer': [332, 335, 333], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 331, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the speed of the other internet connection??,"[{'A': 332}, {'B': 330}, {'C': 335}, {'D': 333}, {'E': 'None'}]","[332, 335, 333]","['A', 'C', 'D']",Sidharth,"[332, 333]"
624,attribute_comparison,surface_tension_and_temperature,Julian wanted to wash clothes quicker as he had an important meeting coming up. So he decides to test the effect of surface tension of water in different temperatures. The temperature of liquid with surface tension is 28 units.,Surface tension decreases when the temperature increases,"{'question_text': 'What could be the temperature of the other water?', 'options': [{'A': 24}, {'B': 29}, {'C': 26}, {'D': 32}, {'E': 'None'}], 'value_answer': [29, 32], 'option_answer': ['B', 'D'], 'other': {'given_value': 28, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the temperature of the other water?,"[{'A': 24}, {'B': 29}, {'C': 26}, {'D': 32}, {'E': 'None'}]","[29, 32]","['B', 'D']",Yamini,"[24, 26, 29, 32]"
109,attribute_comparison,legal_age,The minimum age to play a lawn-tennis tournament is 18 years. Jacob was allowed to play this tournament due to age criteria.,One is allowed to join the tournament if they satisfy the age criteria,"{'question_text': 'What could be his age?', 'options': [{'A': 14}, {'B': 22}, {'C': 15}, {'D': 13}, {'E': 'None'}], 'value_answer': [22], 'option_answer': ['B'], 'other': {'given_value': 18, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",What could be his age?,"[{'A': 14}, {'B': 22}, {'C': 15}, {'D': 13}, {'E': 'None'}]",[22],['B'],Neeraj,"[18, 22]"
194,attribute_comparison,addition_knowledge,William has a barrel of oil and his friend has another barrel which is smaller than William's barrel. The contents of both were emptied to a container and the total volume of oil in that was 69 units.,The operands are smaller than the sum of operands.,"{'question_text': ""What could have been the volume of liquid in William's barrel?"", 'options': [{'A': 41}, {'B': 58}, {'C': 32}, {'D': 66}, {'E': 'None'}], 'value_answer': [41, 58, 32, 66], 'option_answer': ['A', 'B', 'C', 'D'], 'other': {'given_value': 69, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could have been the volume of liquid in William's barrel?,"[{'A': 41}, {'B': 58}, {'C': 32}, {'D': 66}, {'E': 'None'}]","[41, 58, 32, 66]","['A', 'B', 'C', 'D']",Kevin,"[41, 32, 66]"
837,attribute_comparison,tangential_velocity_and_distance,Alexander is his friend were travelling with the with same velocity but one on the inner side and other on the outer side of the circular road. The vehicle going on the outer side of the circular road has the tangential speed of 24 m/s.,The tangential velocity is proportional to the distance from the center of rotation.,"{'question_text': 'What could be the tangential velocity of the vehicle going on the inner side of the circular road?', 'options': [{'A': 22}, {'B': 19}, {'C': 27}, {'D': 21}, {'E': 'None'}], 'value_answer': [22, 19, 21], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 24, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the tangential velocity of the vehicle going on the inner side of the circular road?,"[{'A': 22}, {'B': 19}, {'C': 27}, {'D': 21}, {'E': 'None'}]","[22, 19, 21]","['A', 'B', 'D']",Sivapriya,"[19, 21]"
145,attribute_comparison,race,Two boys competed in a race. The loser finished the race in 24 minutes.,Race winner takes the least time to finish the race,"{'question_text': 'How many minutes the other boy could have taken to finish the race?', 'options': [{'A': 25}, {'B': 24}, {'C': 22}, {'D': 28}, {'E': 'None'}], 'value_answer': [22], 'option_answer': ['C'], 'other': {'given_value': 24, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many minutes the other boy could have taken to finish the race?,"[{'A': 25}, {'B': 24}, {'C': 22}, {'D': 28}, {'E': 'None'}]",[22],['C'],Neeraj,"[25, 28]"
466,attribute_comparison,area_paint_wall,A restaurant hired a painter to paint two walls in the dining hall. The name of the painter is Jayden. The painter painted the wall with larger surface area and it required 27 volume of paint.,Volume of paint required is directly proportional to area of the wall.,"{'question_text': 'What could be the volume of paint Jayden requires to paint the other wall?', 'options': [{'A': 29}, {'B': 27}, {'C': 30}, {'D': 26}, {'E': 'None'}], 'value_answer': [26], 'option_answer': ['D'], 'other': {'given_value': 27, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the volume of paint Jayden requires to paint the other wall?,"[{'A': 29}, {'B': 27}, {'C': 30}, {'D': 26}, {'E': 'None'}]",[26],['D'],Saurabh,"[29, 27, 30]"
1410,non_numerical,mechanic,"Jose called a mechanic repair an item, because he was getting late to reach his office.",A mechanic is a person who repairs faulty vehicles.,"{'question_text': 'What could be the item that Jose wanted to repair?', 'options': [{'A': 'car'}, {'B': 'sofa'}, {'C': 'blender'}, {'D': 'cloth'}], 'value_answer': ['car'], 'option_answer': ['A'], 'other': {}}",What could be the item that Jose wanted to repair?,"[{'A': 'car'}, {'B': 'sofa'}, {'C': 'blender'}, {'D': 'cloth'}]",['car'],['A'],Saurabh,['car']
144,attribute_comparison,race,Calvin and some other boy were competing against each other in a bicycle race. Calvin finished the race in 13 and lost the race.,Race winner takes the least time to finish the race,"{'question_text': 'How many minutes the other boy could have taken to finish the race?', 'options': [{'A': 13}, {'B': 17}, {'C': 15}, {'D': 10}], 'value_answer': [10], 'option_answer': ['D'], 'other': {'given_value': 13, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many minutes the other boy could have taken to finish the race?,"[{'A': 13}, {'B': 17}, {'C': 15}, {'D': 10}]",[10],['D'],Neeraj,"[10, 15, 17]"
550,attribute_comparison,elongation_and_tensile_strength,Christian conducted a survey on train accidents due to elongation of railway tracks where he observed that the elongation of metals change with tensile strength of metals. The elongation of the metal with lower tensile strength is 29 units.,Elongation is inversely proportional to the tensile strength.,"{'question_text': 'What could be the elongation of the other metal?', 'options': [{'A': 28}, {'B': 30}, {'C': 31}, {'D': 25}], 'value_answer': [30, 31], 'option_answer': ['B', 'C'], 'other': {'given_value': 29, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the elongation of the other metal?,"[{'A': 28}, {'B': 30}, {'C': 31}, {'D': 25}]","[30, 31]","['B', 'C']",Yamini,"[28, 30, 31]"
829,attribute_comparison,stress_and_force,Hudson needed to crush two boxes and stress value for the box on which more force applied is 59 units.,Stress is directly proportional to the force applied on an object.,"{'question_text': 'What could be the value of stress for the other box?', 'options': [{'A': 55}, {'B': 59}, {'C': 63}, {'D': 61}, {'E': 'None'}], 'value_answer': [55], 'option_answer': ['A'], 'other': {'given_value': 59, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the value of stress for the other box?,"[{'A': 55}, {'B': 59}, {'C': 63}, {'D': 61}, {'E': 'None'}]",[55],['A'],Sivapriya,"[55, 61]"
387,attribute_comparison,flow_rate_and_time,Miles his filling two identical water tanks. Both water tanks have equal capacity to hold the water. One of the water tanks was filled in 36 minutes. This water tanks was being filled by a pipe that had a higher flow rate.,Time taken to fill the container is inversely proportional flow rate.,"{'question_text': 'What could be the time taken by other pipe ?', 'options': [{'A': 39}, {'B': 36}, {'C': 35}, {'D': 33}], 'value_answer': [39], 'option_answer': ['A'], 'other': {'given_value': 36, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the time taken by other pipe ?,"[{'A': 39}, {'B': 36}, {'C': 35}, {'D': 33}]",[39],['A'],Saurabh,"[33, 35]"
707,attribute_comparison,poster,Gabriel works in a printing press and has to print 2 posters. The bigger poster requires 413 ml of ink.,Printing of large poster requires more amount of ink as compared to printing of small posters.,"{'question_text': 'What could be the amount of ink required for the smaller poster?', 'options': [{'A': 437}, {'B': 407}, {'C': 374}, {'D': 393}], 'value_answer': [407, 374, 393], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 413, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the amount of ink required for the smaller poster?,"[{'A': 437}, {'B': 407}, {'C': 374}, {'D': 393}]","[407, 374, 393]","['B', 'C', 'D']",Sidharth,"[374, 393]"
733,attribute_comparison,workout_calories_2,"Isaac and his friend went to gym for a workout. The calories burnt by him is more than the his friend, The number of minutes his friend worked out is 87.",More minutes of workout is directly proportional to more calories burnt.,"{'question_text': 'What could be the duration for which he works out?', 'options': [{'A': 85}, {'B': 87}, {'C': 88}, {'D': 86}, {'E': 'None'}], 'value_answer': [88], 'option_answer': ['C'], 'other': {'given_value': 87, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the duration for which he works out?,"[{'A': 85}, {'B': 87}, {'C': 88}, {'D': 86}, {'E': 'None'}]",[88],['C'],Sidharth,"[85, 86, 87, 88]"
