index,category,subcategory,premise,knowledge,question,question_text,options,value_answer,option_answer,author,GPT3Pred,TotalRes,Matches,GPT3Pred2List,ProbableFPLenth,FalsePositives
1517,non_numerical,storage_device,"Jack wanted to release his laptop with all the memory used, so he planned to buy a storage device to transfer all the data.","A storage device like Pen drive, sd card refers to a computing hardware used to store information permanently or temporarily.","{'question_text': 'What could be the storage device?', 'options': [{'A': 'pen drive'}, {'B': 'sd card'}, {'C': 'hard drive disks'}, {'D': 'Joystick'}], 'value_answer': ['pen drive', 'sd card', 'hard drive disks'], 'option_answer': ['A', 'B', 'C'], 'other': {}}",What could be the storage device?,"[{'A': 'pen drive'}, {'B': 'sd card'}, {'C': 'hard drive disks'}, {'D': 'Joystick'}]","[""'pen drive'"", ""'sd card'"", ""'hard drive disks'""]","['A', 'B', 'C']",Sivapriya,"['pen drive', 'sd card', 'hard drive disks']",3,3,"[""'pen drive'"", ""'sd card'"", ""'hard drive disks'""]",3,0
1430,non_numerical,sleep_standing,A zoologist was studying the sleeping habits of various animals. While researching about this he came across an animal that could sleep while standing up.,Animal like horse can sleep while standing up.,"{'question_text': 'What could the animal be?', 'options': [{'A': 'cat'}, {'B': 'dog'}, {'C': 'scorpion'}, {'D': 'horse'}], 'value_answer': ['horse'], 'option_answer': ['D'], 'other': {}}",What could the animal be?,"[{'A': 'cat'}, {'B': 'dog'}, {'C': 'scorpion'}, {'D': 'horse'}]","[""'horse'""]",['D'],Saurabh,"[{'A': 'cat'}, {'B': 'dog'}]",1,0,"[""'A': 'cat'"", ""'B': 'dog'""]",2,1
468,attribute_comparison,area_paint_wall,Liam is painting two walls in the room. A wall that has a smaller area required 27 volume of paint.,Volume of paint required is directly proportional to area of the wall.,"{'question_text': 'What could be the volume of paint Liam requires to paint the other wall?', 'options': [{'A': 27}, {'B': 28}, {'C': 23}, {'D': 26}, {'E': 'None'}], 'value_answer': [28], 'option_answer': ['B'], 'other': {'given_value': 27, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the volume of paint Liam requires to paint the other wall?,"[{'A': 27}, {'B': 28}, {'C': 23}, {'D': 26}, {'E': 'None'}]",['28'],['B'],Saurabh,"[27, 28]",1,1,"['27', '28']",2,1
1462,non_numerical,citrus_fruits,"Antonio was deficient with vitamin C, so his doctor suggested him to eat fruits.","Raw citrus fruits like oranges, lime are very high in vitamin C.","{'question_text': 'What could be the fruit?', 'options': [{'A': 'watermelon'}, {'B': 'bananas'}, {'C': 'grapefruits'}, {'D': 'oranges'}], 'value_answer': ['grapefruits', 'oranges'], 'option_answer': ['C', 'D'], 'other': {}}",What could be the fruit?,"[{'A': 'watermelon'}, {'B': 'bananas'}, {'C': 'grapefruits'}, {'D': 'oranges'}]","[""'grapefruits'"", ""'oranges'""]","['C', 'D']",Sivapriya,"['watermelon', 'grapefruits', 'oranges']",2,2,"[""'watermelon'"", ""'grapefruits'"", ""'oranges'""]",3,1
758,attribute_comparison,centripetal_acceleration_and_velocity,Barrett is organizing an event where two participants need to circle around a path. The bike with higher velocity has centripetal acceleration of 15 units.,Centripetal acceleration is directly proportional to the velocity for a constant radius.,"{'question_text': 'What could be the centripetal acceleration of the other bike?', 'options': [{'A': 15}, {'B': 10}, {'C': 17}, {'D': 19}], 'value_answer': [10], 'option_answer': ['B'], 'other': {'given_value': 15, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the centripetal acceleration of the other bike?,"[{'A': 15}, {'B': 10}, {'C': 17}, {'D': 19}]",['10'],['B'],Sivapriya,"[15, 10, 17, 19]",1,1,"['15', '10', '17', '19']",4,3
558,attribute_comparison,entropy_and_volume,Gabriel is studying the entropy of a system with altering volume. The volume of the system when entropy of the system is high is 96 units,An increase in volume will increase the entropy.,"{'question_text': 'What could be the volume of the other system?', 'options': [{'A': 103}, {'B': 99}, {'C': 94}, {'D': 104}, {'E': 'None'}], 'value_answer': [94], 'option_answer': ['C'], 'other': {'given_value': 96, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the volume of the other system?,"[{'A': 103}, {'B': 99}, {'C': 94}, {'D': 104}, {'E': 'None'}]",['94'],['C'],Yamini,"[103, 99, 104]",1,0,"['103', '99', '104']",3,2
260,attribute_comparison,temperature_and_weather ,Hayden lives in Chennai which is more hotter than Delhi where his friend stays. The temperature in Chennai is 39 celsius.,Hotter weather means higher temperature.,"{'question_text': ""What could be the temperature in the city where Hayden's friend stays?"", 'options': [{'A': 41}, {'B': 31}, {'C': 34}, {'D': 48}, {'E': 'None'}], 'value_answer': [31, 34], 'option_answer': ['B', 'C'], 'other': {'given_value': 39, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the temperature in the city where Hayden's friend stays?,"[{'A': 41}, {'B': 31}, {'C': 34}, {'D': 48}, {'E': 'None'}]","['31', '34']","['B', 'C']",Kevin,"[41, 31]",2,1,"['41', '31']",2,0
423,attribute_comparison,projectile_height,"Patrick and his brother are playing with two identical balls. Both were trying to throw the ball as high as possible, the balls were thrown at 45 degree of projection angle. Patrick threw a ball with higher initial velocity that reached height of 29 meter.",Maximum height reached by the ball is directly proportional to the initial velocity at which it is thrown if fired at 45 degrees of projection angle.,"{'question_text': ""What could be the maximum height reached by the ball thrown by Patrick's brother?"", 'options': [{'A': 26}, {'B': 22}, {'C': 28}, {'D': 19}], 'value_answer': [26, 22, 28, 19], 'option_answer': ['A', 'B', 'C', 'D'], 'other': {'given_value': 29, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the maximum height reached by the ball thrown by Patrick's brother?,"[{'A': 26}, {'B': 22}, {'C': 28}, {'D': 19}]","['26', '22', '28', '19']","['A', 'B', 'C', 'D']",Saurabh,"[22, 19]",4,2,"['22', '19']",2,-2
1130,non_numericalSG,teeth,Brandon went to the dentist where the dentist told him that 30 teeth are fine and there was plaque in the rest.,A normal adult has approx 32 teeth.,"{'question_text': 'What could be the number of teeth he has cavity in?', 'options': [{'A': 50}, {'B': 4}, {'C': 6}, {'D': 2}], 'value_answer': [2], 'option_answer': ['D'], 'other': {}}",What could be the number of teeth he has cavity in?,"[{'A': 50}, {'B': 4}, {'C': 6}, {'D': 2}]",['2'],['D'],Kevin,"[2, 6]",1,1,"['2', '6']",2,1
594,attribute_comparison,precipitation_and_temperature,"Precipitation can have a negative impact on life. If too much rain or snowmelt occurs at one time, it can lead to flooding. Carson is the geologist investigating it and found the cause for change in precipitation is temperature by taking two different scenarios. The precipitation in the scenario at lower surface temperature is 10 mm per hour.",Precipitaion is directly proportional to average temperature at earth's surface.,"{'question_text': 'What could be the precipitation at higher surface temperature?', 'options': [{'A': 9}, {'B': 14}, {'C': 8}, {'D': 11}], 'value_answer': [14, 11], 'option_answer': ['B', 'D'], 'other': {'given_value': 10, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the precipitation at higher surface temperature?,"[{'A': 9}, {'B': 14}, {'C': 8}, {'D': 11}]","['14', '11']","['B', 'D']",Yamini,"[8, 11]",2,1,"['8', '11']",2,0
1506,non_numerical,repitiles_and_family,"Victor was playing in the ground, and he saw an animal moving over the eggs laid which have the skin covered with small, hard plates called scales.","Reptiles like snakes, lizards are a group of air-breathing vertebrates that have internal fertilization, amniotic development, and epidermal scales covering part or all of their body.","{'question_text': 'What could be the animal?', 'options': [{'A': 'snake'}, {'B': 'lizard'}, {'C': 'dog'}, {'D': 'cat'}], 'value_answer': ['snake', 'lizard'], 'option_answer': ['A', 'B'], 'other': {}}",What could be the animal?,"[{'A': 'snake'}, {'B': 'lizard'}, {'C': 'dog'}, {'D': 'cat'}]","[""'snake'"", ""'lizard'""]","['A', 'B']",Sivapriya,"[snake, lizard]",2,0,"['snake', 'lizard']",2,0
337,attribute_comparison,ball_speed_height,Jayden and his brother were observing how speed is related to the height from which it is dropped. They dropped two identical balls from different height. A ball that has a lower speed near the ground is dropped from a 44 meters.,Speed of the ball near the ground is directly proportional to the height from which the ball is dropped.,"{'question_text': 'What could be the height from which the other ball could have been dropped?', 'options': [{'A': 48}, {'B': 44}, {'C': 40}, {'D': 43}, {'E': 'None'}], 'value_answer': [48], 'option_answer': ['A'], 'other': {'given_value': 44, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the height from which the other ball could have been dropped?,"[{'A': 48}, {'B': 44}, {'C': 40}, {'D': 43}, {'E': 'None'}]",['48'],['A'],Saurabh,"[48, 44, 40]",1,1,"['48', '44', '40']",3,2
405,attribute_comparison,projectile_angle_height,Justin and his sister are trying to pick mangoes from a tree by throwing stones. Justin threw stone with lower projection angle reached height of 47 meters.,Maximum height reached by an object is directly proportional to the projectile angle at which it is thrown if the initial velocity is constant.,"{'question_text': ""What could be the maximum height reached by the stone thrown by Justin's sister?"", 'options': [{'A': 44}, {'B': 43}, {'C': 42}, {'D': 41}, {'E': 'None'}], 'value_answer': ['None'], 'option_answer': ['E'], 'other': {'given_value': 47, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the maximum height reached by the stone thrown by Justin's sister?,"[{'A': 44}, {'B': 43}, {'C': 42}, {'D': 41}, {'E': 'None'}]","[""'None'""]",['E'],Saurabh,"[44, 43]",1,0,"['44', '43']",2,1
15,attribute_comparison,area_and_resistance,Gabriel's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with larger area is 37 units.,Resistance is inversely proportional to the area of the metalic wire,"{'question_text': 'What could be the resistance of the other wire?', 'options': [{'A': 39}, {'B': 40}, {'C': 35}, {'D': 36}, {'E': 'None'}], 'value_answer': [39, 40], 'option_answer': ['A', 'B'], 'other': {'given_value': 37, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the resistance of the other wire?,"[{'A': 39}, {'B': 40}, {'C': 35}, {'D': 36}, {'E': 'None'}]","['39', '40']","['A', 'B']",Neeraj,"[39, 40]",2,2,"['39', '40']",2,0
1288,non_numerical_sg,alphabets,Jace is a small kid and had just started to learn. In his test he was told to write all the 26 characters of the language.,English has total 26 alphabets.,"{'question_text': 'What could the language be that Jace was told to write?', 'options': [{'A': 'English'}, {'B': 'Hindi'}, {'C': 'Mandarin'}, {'D': 'Hebrew'}], 'value_answer': ['English'], 'option_answer': ['A'], 'other': {}}",What could the language be that Jace was told to write?,"[{'A': 'English'}, {'B': 'Hindi'}, {'C': 'Mandarin'}, {'D': 'Hebrew'}]","[""'English'""]",['A'],Sidharth,English,1,0,['English'],1,0
985,implicit_numerical_knowledge,bike_tires,"In a parking lot, there are more than 6 bikes. Noah needs to test air in all the tires of the bikes.",A bike has 2 tires,"{'question_text': 'How many tires Noah could be required to test?', 'options': [{'A': 14}, {'B': 10}, {'C': 16}, {'D': 12}], 'value_answer': [14, 16], 'option_answer': ['A', 'C'], 'other': {'given_value': 12, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many tires Noah could be required to test?,"[{'A': 14}, {'B': 10}, {'C': 16}, {'D': 12}]","['14', '16']","['A', 'C']",Neeraj,"[14, 10, 16, 12]",2,2,"['14', '10', '16', '12']",4,2
1321,non_numerical_sg,giraffe_and_height,Henry saw pictures of different animals and saw picture of an animal whos was taller than any other animal which moved in nature.,Giraffe is the tallest animal among all the animals.,"{'question_text': 'What could have been the animal?', 'options': [{'A': 'Dog'}, {'B': 'Lion'}, {'C': 'Giraffe'}, {'D': 'Zebra'}], 'value_answer': ['Giraffe'], 'option_answer': ['C'], 'other': {}}",What could have been the animal?,"[{'A': 'Dog'}, {'B': 'Lion'}, {'C': 'Giraffe'}, {'D': 'Zebra'}]","[""'Giraffe'""]",['C'],Sidharth,[Giraffe],1,0,['Giraffe'],1,0
99,attribute_comparison,height_and_potential_energy,Samuel's experiment is to observe the relationship between potential energy and height of two balls. The height of the ball with lower potential energy is 43 units.,Potential energy is directly proportional to the height,"{'question_text': 'What could be the height of the other ball?', 'options': [{'A': 38}, {'B': 46}, {'C': 42}, {'D': 45}, {'E': 'None'}], 'value_answer': [46, 45], 'option_answer': ['B', 'D'], 'other': {'given_value': 43, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the height of the other ball?,"[{'A': 38}, {'B': 46}, {'C': 42}, {'D': 45}, {'E': 'None'}]","['46', '45']","['B', 'D']",Neeraj,"[38, 46, 42, 45]",2,2,"['38', '46', '42', '45']",4,2
1271,non_numerical,plant_and_photosynthesis,Calvin is being taught photosynthesis in his biology class and is given a project to observe a plant for 5 days. He saw that some materials in its surroundings are being depleted as days go by.,"Photosynthesis is the process by which plants use sunlight, water, and carbon dioxide to create oxygen and energy in the form of sugar.","{'question_text': 'What could be the material?', 'options': [{'A': 'water'}, {'B': 'oxygen'}, {'C': 'sun light'}, {'D': 'plastic'}], 'value_answer': ['water', 'oxygen', 'sun light'], 'option_answer': ['A', 'B', 'C'], 'other': {}}",What could be the material?,"[{'A': 'water'}, {'B': 'oxygen'}, {'C': 'sun light'}, {'D': 'plastic'}]","[""'water'"", ""'oxygen'"", ""'sun light'""]","['A', 'B', 'C']",Yamini,"['water', 'oxygen', 'sun light']",3,3,"[""'water'"", ""'oxygen'"", ""'sun light'""]",3,0
1194,non_numerical,diving_height,Several cars were turning right without waiting for the signal when Cameron was on his fway to work.,Incoming traffic need not wait for signal to turn right on a free right.,"{'question_text': 'What type of signal did Cameron encounter on the way to his work?', 'options': [{'A': 'Free right'}, {'B': 'Free left'}, {'C': 'U Turn'}, {'D': 'Red light'}], 'value_answer': ['Free right'], 'option_answer': ['A'], 'other': {}}",What type of signal did Cameron encounter on the way to his work?,"[{'A': 'Free right'}, {'B': 'Free left'}, {'C': 'U Turn'}, {'D': 'Red light'}]","[""'Free right'""]",['A'],Kevin,"['Free right', 'Free left']",1,1,"[""'Free right'"", ""'Free left'""]",2,1
613,attribute_comparison,solubility_and_gas,George wanted to know the solubility of two different gases at two different temperature. The temperature of a gas was 26 K when the solubility is higher.,The solubility of the gas in a solvent is inversely proportional to temperature.,"{'question_text': 'What could be the temperature of other gas?', 'options': [{'A': 22}, {'B': 24}, {'C': 30}, {'D': 25}], 'value_answer': [22, 24, 25], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 26, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the temperature of other gas?,"[{'A': 22}, {'B': 24}, {'C': 30}, {'D': 25}]","['22', '24', '25']","['A', 'B', 'D']",Yamini,[30],3,0,['30'],1,-2
1119,implicit_numerical_knowledge,pair,"For clicking a photograph in a gathering, more than 2 pairs gathered on the stage.",A pair has 2 items,"{'question_text': 'How many people could be on stage?', 'options': [{'A': 1}, {'B': 4}, {'C': 5}, {'D': 3}], 'value_answer': [5], 'option_answer': ['C'], 'other': {'given_value': 4, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many people could be on stage?,"[{'A': 1}, {'B': 4}, {'C': 5}, {'D': 3}]",['5'],['C'],Saurabh,"[4, 5]",1,1,"['4', '5']",2,1
345,attribute_comparison,ball_time_height,Leon and his brother were observing how time taken is related to the height from which it is dropped. They dropped the balls from different height. A ball that was dropped from a lower height took 46 seconds to reach the ground.,Time taken by the ball to hit the ground is directly proportional to the height from which the ball is dropped.,"{'question_text': 'What could be the height from which the other ball could have been dropped?', 'options': [{'A': 43}, {'B': 42}, {'C': 49}, {'D': 45}], 'value_answer': [49], 'option_answer': ['C'], 'other': {'given_value': 46, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the height from which the other ball could have been dropped?,"[{'A': 43}, {'B': 42}, {'C': 49}, {'D': 45}]",['49'],['C'],Saurabh,"[43, 42]",1,0,"['43', '42']",2,1
746,attribute_comparison,arithmetic_mean_and_harmonic_mean,The harmonic mean of a series is 100.,Arithmetic mean is greater than or equal to Harmonic mean.,"{'question_text': 'What could be the arithmetic mean of the series?', 'options': [{'A': 102}, {'B': 103}, {'C': 97}, {'D': 104}], 'value_answer': [102, 103, 104], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 100, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",What could be the arithmetic mean of the series?,"[{'A': 102}, {'B': 103}, {'C': 97}, {'D': 104}]","['102', '103', '104']","['A', 'B', 'D']",Sivapriya,"[102, 103, 97, 104]",3,3,"['102', '103', '97', '104']",4,1
30,attribute_comparison,density,Miles has two different liquids in a flask.Density of one of them is 12 units on which another liquid floats,A liquid with lesser density floats on another liquid,"{'question_text': 'What could be the density of the other liquid?', 'options': [{'A': 15}, {'B': 13}, {'C': 16}, {'D': 9}, {'E': 'None'}], 'value_answer': [9], 'option_answer': ['D'], 'other': {'given_value': 12, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the density of the other liquid?,"[{'A': 15}, {'B': 13}, {'C': 16}, {'D': 9}, {'E': 'None'}]",['9'],['D'],Neeraj,"[15, 13, 16, 9]",1,1,"['15', '13', '16', '9']",4,3
335,attribute_comparison,ball_speed_height,Dawson dropped two identical balls from different height. A ball that has a higher speed near the ground falls from 33 meters high.,Speed of the ball near the ground is directly proportional to the height from which the ball is dropped.,"{'question_text': 'What could be the height from which the other ball could have been dropped?', 'options': [{'A': 33}, {'B': 31}, {'C': 36}, {'D': 37}, {'E': 'None'}], 'value_answer': [31], 'option_answer': ['B'], 'other': {'given_value': 33, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the height from which the other ball could have been dropped?,"[{'A': 33}, {'B': 31}, {'C': 36}, {'D': 37}, {'E': 'None'}]",['31'],['B'],Saurabh,"[33, 31, 36, 37]",1,1,"['33', '31', '36', '37']",4,3
268,attribute_comparison,vehicle_and_garage,226 spots are there in a parking lot.,Number of vehicles in garage can not be more than the total number of spots in the garage.,"{'question_text': 'How many cars can this garage accommodate?', 'options': [{'A': 205}, {'B': 240}, {'C': 210}, {'D': 230}], 'value_answer': [205, 210], 'option_answer': ['A', 'C'], 'other': {'given_value': 226, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How many cars can this garage accommodate?,"[{'A': 205}, {'B': 240}, {'C': 210}, {'D': 230}]","['205', '210']","['A', 'C']",Kevin,"[205, 240]",2,1,"['205', '240']",2,0
1170,non_numerical,celebrities,Logan was dining at a hotel when he suddenly saw several diners and photographers running behind a person to get his autograph and photographs.,Famous people have huge fan following.,"{'question_text': 'Who could have been the person that Logan saw in the hotel?', 'options': [{'A': 'Actor'}, {'B': 'Football player'}, {'C': 'Valet'}, {'D': 'Waiter'}], 'value_answer': ['Actor', 'Football player'], 'option_answer': ['A', 'B'], 'other': {}}",Who could have been the person that Logan saw in the hotel?,"[{'A': 'Actor'}, {'B': 'Football player'}, {'C': 'Valet'}, {'D': 'Waiter'}]","[""'Actor'"", ""'Football player'""]","['A', 'B']",Kevin,"['Actor', 'Football player']",2,2,"[""'Actor'"", ""'Football player'""]",2,0
1148,non_numerical,cars_and_trains,Joseph was sitting in front of his window and saw a vehicle that traveled in rails.,Vehicles like car and bicycle run on the ground. Vehicle like train run on rails.,"{'question_text': 'What could be the vehicle?', 'options': [{'A': 'bicycle'}, {'B': 'car'}, {'C': 'truck'}, {'D': 'train'}], 'value_answer': ['train'], 'option_answer': ['D'], 'other': {}}",What could be the vehicle?,"[{'A': 'bicycle'}, {'B': 'car'}, {'C': 'truck'}, {'D': 'train'}]","[""'train'""]",['D'],Himanshu,['train'],1,1,"[""'train'""]",1,0
995,implicit_numerical_knowledge,buying,Joshua went shopping to buy some toys. He has 163 dollars and wants to buy two different toys of equal price.,One can not afford a thing if they have lesser money than its cost,"{'question_text': 'What could have been the price of a toy if Joshua failed to buy them?', 'options': [{'A': 84}, {'B': 81}, {'C': 87}, {'D': 72}], 'value_answer': [84, 87], 'option_answer': ['A', 'C'], 'other': {'given_value': 81, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could have been the price of a toy if Joshua failed to buy them?,"[{'A': 84}, {'B': 81}, {'C': 87}, {'D': 72}]","['84', '87']","['A', 'C']",Neeraj,"[84, 81]",2,1,"['84', '81']",2,0
1329,non_numerical_sg,Last_month,Jude was asked about the name of last month in which Christmas is celebrated.,December is the last month of the year.,"{'question_text': 'What could be the month that the teacher was talking about?', 'options': [{'A': 'January'}, {'B': 'February'}, {'C': 'December'}, {'D': 'July'}], 'value_answer': ['December'], 'option_answer': ['C'], 'other': {}}",What could be the month that the teacher was talking about?,"[{'A': 'January'}, {'B': 'February'}, {'C': 'December'}, {'D': 'July'}]","[""'December'""]",['C'],Sidharth,[C],1,1,['C'],1,0
388,attribute_comparison,flow_rate_and_time,"There are two pipes, each has filled container of equal capacity. Pipe with a less flow rate has filled the container in 55 minutes.",Time taken to fill the container is inversely proportional flow rate.,"{'question_text': 'What could be the time taken by other pipe ?', 'options': [{'A': 61}, {'B': 62}, {'C': 60}, {'D': 58}, {'E': 'None'}], 'value_answer': ['None'], 'option_answer': ['E'], 'other': {'given_value': 55, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the time taken by other pipe ?,"[{'A': 61}, {'B': 62}, {'C': 60}, {'D': 58}, {'E': 'None'}]","[""'None'""]",['E'],Saurabh,"[62, 60]",1,0,"['62', '60']",2,1
1121,implicit_numerical_knowledge,circumference_and_radius,"Ivan has his final exams today. In the maths paper, it was told the radius of a circle is 22 units.",Circumference of a circle is 44/7 times the radius of the circle.,"{'question_text': ""What could have been the circumference of the circle that was mentioned in Ivan's test?"", 'options': [{'A': 135}, {'B': 136}, {'C': 134}, {'D': 142}, {'E': 'None'}], 'value_answer': [142], 'option_answer': ['D'], 'other': {'given_value': 138, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could have been the circumference of the circle that was mentioned in Ivan's test?,"[{'A': 135}, {'B': 136}, {'C': 134}, {'D': 142}, {'E': 'None'}]",['142'],['D'],Kevin,"[136, 134]",1,0,"['136', '134']",2,1
1168,non_numerical,amphibians,Jack as part of his school lecture learnt that an animal can live on both land and water.,Amphibians are animals that can live on both land and water.,"{'question_text': 'Who could have been the animal that Jack learnt about?', 'options': [{'A': 'Turtle'}, {'B': 'Frog'}, {'C': 'Cow'}, {'D': 'Dog'}], 'value_answer': ['Turtle', 'Frog'], 'option_answer': ['A', 'B'], 'other': {}}",Who could have been the animal that Jack learnt about?,"[{'A': 'Turtle'}, {'B': 'Frog'}, {'C': 'Cow'}, {'D': 'Dog'}]","[""'Turtle'"", ""'Frog'""]","['A', 'B']",Kevin,"[Turtle, Frog]",2,0,"['Turtle', 'Frog']",2,0
910,change_with_action,family_size,A family has 6 gents and a few ladies.,"A family consists of gents, ladies, and kids","{'question_text': 'What could be the size of this family?', 'options': [{'A': 6}, {'B': 8}, {'C': 0}, {'D': 4}], 'value_answer': [8], 'option_answer': ['B'], 'other': {'given_value': 6, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the size of this family?,"[{'A': 6}, {'B': 8}, {'C': 0}, {'D': 4}]",['8'],['B'],Neeraj,"[6, 8, 0, 4]",1,1,"['6', '8', '0', '4']",4,3
251,attribute_comparison,subset_vs_set,There are 129 balls in the bag. Some balls are red and some are blue.,A subset can not be bigger than the set.,"{'question_text': 'How many red balls could be in the bag?', 'options': [{'A': 125}, {'B': 133}, {'C': 130}, {'D': 131}], 'value_answer': [125], 'option_answer': ['A'], 'other': {'given_value': 129, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many red balls could be in the bag?,"[{'A': 125}, {'B': 133}, {'C': 130}, {'D': 131}]",['125'],['A'],Kevin,"[125, 133]",1,1,"['125', '133']",2,1
439,attribute_comparison,speed_and_distance,A bike and a bus were going on a straight freeway. Distance covered by the bus is 13 miles. The bike was moving slower than the bus,distance covered is directly proportional to speed,"{'question_text': 'What could be the distance covered by the bike ?', 'options': [{'A': 16}, {'B': 17}, {'C': 8}, {'D': 12}, {'E': 'None'}], 'value_answer': [8, 12], 'option_answer': ['C', 'D'], 'other': {'given_value': 13, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the distance covered by the bike ?,"[{'A': 16}, {'B': 17}, {'C': 8}, {'D': 12}, {'E': 'None'}]","['8', '12']","['C', 'D']",Saurabh,"[8, 12]",2,2,"['8', '12']",2,0
800,attribute_comparison,potential_energy_and_spring,Two springs were subjected to different forces and the potential energy developed in the first spring is more than the second. The change in the length of the first spring is 22 meters.,Elastic potential energy is directly proportional to the square of the change in length and the spring constant.,"{'question_text': 'What could be the change in the length for the second spring?', 'options': [{'A': 19}, {'B': 21}, {'C': 25}, {'D': 23}, {'E': 'None'}], 'value_answer': [19, 21], 'option_answer': ['A', 'B'], 'other': {'given_value': 22, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the change in the length for the second spring?,"[{'A': 19}, {'B': 21}, {'C': 25}, {'D': 23}, {'E': 'None'}]","['19', '21']","['A', 'B']",Sivapriya,"[19, 21, 23]",2,2,"['19', '21', '23']",3,1
707,attribute_comparison,poster,Gabriel works in a printing press and has to print 2 posters. The bigger poster requires 413 ml of ink.,Printing of large poster requires more amount of ink as compared to printing of small posters.,"{'question_text': 'What could be the amount of ink required for the smaller poster?', 'options': [{'A': 437}, {'B': 407}, {'C': 374}, {'D': 393}], 'value_answer': [407, 374, 393], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 413, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the amount of ink required for the smaller poster?,"[{'A': 437}, {'B': 407}, {'C': 374}, {'D': 393}]","['407', '374', '393']","['B', 'C', 'D']",Sidharth,"[437, 407]",3,1,"['437', '407']",2,-1
1332,non_numerical_sg,No_of_heart,Leonardo had knowledge about different animals which can be found in animal. He was studying about a water animal who has multiple hearts,Some fishes like Octopus and Squids have three hearts whereas other fishes have only one heart,"{'question_text': 'What could have been the animal', 'options': [{'A': 'Whale'}, {'B': 'Shark'}, {'C': 'Tuna'}, {'D': 'Squid'}], 'value_answer': ['Squid'], 'option_answer': ['D'], 'other': {}}",What could have been the animal,"[{'A': 'Whale'}, {'B': 'Shark'}, {'C': 'Tuna'}, {'D': 'Squid'}]","[""'Squid'""]",['D'],Sidharth,[Whale],1,0,['Whale'],1,0
1496,non_numerical,pressure_sensor,"Jose is working with steam systems, where he needs a device for calculating the pressure.",A pressure sensor is a device or instrument which can measure the pressure in gases or liquids.,"{'question_text': 'What could be the device?', 'options': [{'A': 'pressure sensor'}, {'B': 'proximity sensor'}, {'C': 'temperature sensor'}, {'D': 'ultrasonic sensor'}], 'value_answer': ['pressure sensor'], 'option_answer': ['A'], 'other': {}}",What could be the device?,"[{'A': 'pressure sensor'}, {'B': 'proximity sensor'}, {'C': 'temperature sensor'}, {'D': 'ultrasonic sensor'}]","[""'pressure sensor'""]",['A'],Sivapriya,A pressure sensor is a device that can be used for calculating the pressure.,1,1,['A pressure sensor is a device that can be used for calculating the pressure.'],1,0
953,change_with_action,stretching,Calvin had a elastic belt whose size was 8 units. He stretched it.,When something is stretched its length increases,"{'question_text': 'What could be the size of the belt after stretching?', 'options': [{'A': 2}, {'B': 11}, {'C': 8}, {'D': 5}, {'E': 'None'}], 'value_answer': [11], 'option_answer': ['B'], 'other': {'given_value': 8, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the size of the belt after stretching?,"[{'A': 2}, {'B': 11}, {'C': 8}, {'D': 5}, {'E': 'None'}]",['11'],['B'],Neeraj,"[11, 8]",1,1,"['11', '8']",2,1
